INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,HANDLING UNIT ID,GEO_LOCATION,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE,Zip Codes,2011 Supervisorial District Boundaries (Official)
1000172,ANIMAL SHOOTING INCIDENT,12/1/2010 11:30,200 E. 54TH STREET,LOS ANGELES,CA,90011,3621,CEN,"200 E. 54TH STREET
LOS ANGELES, CA 90011
(33.993341, -118.271393)",CENTURY STN,33.993341,-118.271393,22727,2
1000450,HIT SHOOTING INCIDENT,7/19/2013 11:43,6800 DUCHESS DR,WHITTIER,CA,90606,1575,PRV,"6800 DUCHESS DR
WHITTIER, CA 90606
(33.982453, -118.062603)",PICO RIVERA STN,33.982453,-118.062603,25726,4
1000578,UNINTENTIONAL DISCHARGE INCIDENT,10/18/2015 1:00,6 MILES WEST OF HIGHWAY 14,DOVE SPRINGS,CA,93283,3199,PLM,"6 MILES WEST OF HIGHWAY 14
DOVE SPRINGS, CA 93283
(34.452905, -118.100085)",PALMDALE STN,34.452905,-118.100085,27323,5
1000689,HIT SHOOTING INCIDENT,3/5/2016 23:01,800 120TH STREET,LOS ANGELES,CA,90044,378,SLA,"800 120TH STREET
LOS ANGELES, CA 90044
(33.923549, -118.290076)",SOUTH LOS ANGELES STATION,33.923549,-118.290076,23675,2
1000077,ANIMAL SHOOTING INCIDENT,2/16/2012 15:05,14200 BROADWAY,WHITTIER,CA,90604,492,NWK,"14200 BROADWAY
WHITTIER, CA 90604
(33.94059, -118.028424)",NORWALK REGIONAL STN,33.94059,-118.028424,25724,4
1000326,NON-HIT SHOOTING INCIDENT,10/28/2010 9:15,500 W. TERRACE STREET,ALTADENA,CA,91001,862,ALD,"500 W. TERRACE STREET
ALTADENA, CA 91001
(34.196814, -118.157069)",ALTADENA STN,34.196814,-118.157069,2443,5
1000148,ANIMAL SHOOTING INCIDENT,9/2/2014 16:50,1000 GALEMONT AVENUE,HACIENDA HEIGHTS,CA,91745,1478,IDT,"1000 GALEMONT AVENUE
HACIENDA HEIGHTS, CA 91745
(34.012168, -117.964361)",INDUSTRY STN,34.012168,-117.964361,9325,4
1000032,ANIMAL SHOOTING INCIDENT,7/19/2010 23:02,1000 S. PANNES AVENUE,COMPTON,CA,90221,2846,OSS,"1000 S. PANNES AVENUE
COMPTON, CA 90221
(33.887827, -118.202096)",OPERATION SAFE STREETS BUREAU,33.887827,-118.202096,24350,2
1000358,HIT SHOOTING INCIDENT,7/21/2011 12:33,1000 WEST WASHINGTON BOULEVARD,LOS ANGELES,CA,90015,1499,IDT,"1000 WEST WASHINGTON BOULEVARD
LOS ANGELES, CA 90015
(34.03813, -118.280456)",INDUSTRY STN,34.03813,-118.280456,23076,1
1000355,HIT SHOOTING INCIDENT,6/23/2011 18:47,12800 PRAIRIE AVENUE,HAWTHORNE,CA,90250,399,SLA,"12800 PRAIRIE AVENUE
HAWTHORNE, CA 90250
(33.916427, -118.343873)",SOUTH LOS ANGELES STATION,33.916427,-118.343873,24687,2
1000648,HIT SHOOTING INCIDENT,9/10/2015 20:52,9200 LAKEWOOD BLVD.,DOWNEY,CA,90240,3199,SEB,"9200 LAKEWOOD BLVD.
DOWNEY, CA 90240
(33.954779, -118.113381)",SPECIAL ENFORCEMENT BUR,33.954779,-118.113381,24680,4
1000108,ANIMAL SHOOTING INCIDENT,11/17/2012 11:02,13500 RAMSEY DRIVE,LA MIRADA,CA,90638,469,NWK,"13500 RAMSEY DRIVE
LA MIRADA, CA 90638
(33.908718, -118.037382)",NORWALK REGIONAL STN,33.908718,-118.037382,25732,4
1000417,HIT SHOOTING INCIDENT,9/8/2012 19:17,2200 LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,COM,"2200 LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.911105, -118.208963)",COMPTON STN,33.911105,-118.208963,24350,2
1000242,UNINTENTIONAL DISCHARGE INCIDENT,3/11/2014 12:50,4100 WORKMAN MILL ROAD,WHITTIER,CA,90601,3615,NARCO,"4100 WORKMAN MILL ROAD
WHITTIER, CA 90601
(34.015351, -118.043736)",NARCOTICS BUREAU,34.015351,-118.043736,25721,4
1000238,UNINTENTIONAL DISCHARGE INCIDENT,12/8/2013 15:20,400 N. HICKS AVENUE,LOS ANGELES,CA,90063,275,ELA,"400 N. HICKS AVENUE
LOS ANGELES, CA 90063
(34.040821, -118.190338)",EAST LA STN,34.040821,-118.190338,24028,1
1000486,HIT SHOOTING INCIDENT,5/26/2014 9:45,6900 LONG BEACH BLVD,LONG BEACH,CA,90805,2899,COM,"6900 LONG BEACH BLVD
LONG BEACH, CA 90805
(33.879473, -118.204286)",COMPTON STN,33.879473,-118.204286,4015,4
1000354,HIT SHOOTING INCIDENT,6/22/2011 4:30,1300 MATEO STREET,LOS ANGELES,CA,90021,2199,CAF,"1300 MATEO STREET
LOS ANGELES, CA 90021
(34.028682, -118.232214)",COMM & FLEET MGMT BUR,34.028682,-118.232214,23082,1
1000528,HIT SHOOTING INCIDENT,6/1/2015 0:00,ORANGE LINE BUSWAY AND DENSMORE AVENUE,VAN NUYS,CA,91401,6713,TSB,"ORANGE LINE BUSWAY AND DENSMORE AVENUE
VAN NUYS, CA 91401
(34.186215, -118.477398)",TRANSIT SERVICES BUREAU,34.186215,-118.477398,19734,3
1001382,UNINTENTIONAL DISCHARGE INCIDENT,1/19/2018 21:23,400 BAUCHET STREET,LOS ANGELES,CA,90012,4300,CST,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.061687, -118.236297)",COURT SERVICES TRANSPORTATION,34.061687,-118.236297,22728,1
1000436,HIT SHOOTING INCIDENT,4/26/2013 11:42,11400 S VERMONT AVE,LOS ANGELES,CA,90044,378,SLA,"11400 S VERMONT AVE
LOS ANGELES, CA 90044
(33.930622, -118.291581)",SOUTH LOS ANGELES STATION,33.930622,-118.291581,23675,2
1000046,ANIMAL SHOOTING INCIDENT,1/6/2010 9:30,700 E. AVENUE H-13,LANCASTER,CA,93535,2619,PLM,"700 E. AVENUE H-13
LANCASTER, CA 93535
(34.704141, -118.117089)",PALMDALE STN,34.704141,-118.117089,26966,5
1000038,ANIMAL SHOOTING INCIDENT,9/27/2010 19:28,14000 GARFIELD AVENUE,PARAMOUNT,CA,90723,1364,LKD,"14000 GARFIELD AVENUE
PARAMOUNT, CA 90723
(33.90751, -118.168824)",LAKEWOOD STN,33.90751,-118.168824,3339,4
1000308,HIT SHOOTING INCIDENT,6/24/2010 21:35,12100 VENTURA BOULEVARD,STUDIO CITY,CA,91604,3199,NARCO,"12100 VENTURA BOULEVARD
STUDIO CITY, CA 91604
(34.143549, -118.395437)",NARCOTICS BUREAU,34.143549,-118.395437,8492,3
1000655,NON-HIT SHOOTING INCIDENT,11/24/2015 13:40,1000 SAN GABRIEL BLVD.,ROSEMEAD,CA,91770,535,PRV,"1000 SAN GABRIEL BLVD.
ROSEMEAD, CA 91770
(34.04036, -118.082721)",PICO RIVERA STN,34.04036,-118.082721,10133,1
1000160,ANIMAL SHOOTING INCIDENT,4/22/2015 23:47,4200 LOS FLORES BOULEVARD,LYNWOOD,CA,90262,2113,CEN,"4200 LOS FLORES BOULEVARD
LYNWOOD, CA 90262
(33.930086, -118.187959)",CENTURY STN,33.930086,-118.187959,24691,2
1000576,UNINTENTIONAL DISCHARGE INCIDENT,9/11/2015 10:45,2000 E. IMPERIAL HIGHWAY,LOS ANGELES,CA,90059,6014,TBS,"2000 E. IMPERIAL HIGHWAY
LOS ANGELES, CA 90059
(33.929132, -118.236345)",TRANSIT BUREAU SOUTH,33.929132,-118.236345,24354,2
1000356,HIT SHOOTING INCIDENT,7/21/2011 21:50,7300 SALT LAKE AVENUE,BELL GARDENS,CA,90201,261,ELA,"7300 SALT LAKE AVENUE
BELL GARDENS, CA 90201
(33.970632, -118.201978)",EAST LA STN,33.970632,-118.201978,24689,1
1000379,HIT SHOOTING INCIDENT,1/21/2012 23:03,44200 W. 10TH STREET,LANCASTER,CA,93534,1126,LCS,"44200 W. 10TH STREET
LANCASTER, CA 93534
(34.685839, -118.147972)",LANCASTER STN,34.685839,-118.147972,26965,5
1000341,HIT SHOOTING INCIDENT,2/18/2011 23:27,900 E NEW YORK DRIVE,ALTADENA,CA,91001,774,ALD,"900 E NEW YORK DRIVE
ALTADENA, CA 91001
(34.178443, -118.131826)",ALTADENA STN,34.178443,-118.131826,2443,5
1000525,HIT SHOOTING INCIDENT,5/13/2015 17:41,100 NORTH LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,COM,"100 NORTH LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.896088, -118.207962)",COMPTON STN,33.896088,-118.207962,24350,2
1000367,HIT SHOOTING INCIDENT,12/1/2011 4:50,11400 PIONEER BLVD,NORWALK,CA,90650,451,SEB,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",SPECIAL ENFORCEMENT BUR,33.928331,-118.081753,25734,4
1000316,NON-HIT SHOOTING INCIDENT,8/20/2010 22:30,25300 CHIQUELLA LANE,STEVENSON RANCH,CA,91381,623,PDC-SOUTH,"25300 CHIQUELLA LANE
STEVENSON RANCH, CA 91381
(34.378042, -118.566563)",PITCHESS SOUTH FACILITY,34.378042,-118.566563,19351,5
1000495,HIT SHOOTING INCIDENT,8/10/2014 3:46,11800 MAIN STREET,LOS ANGELES,CA,90061,2199,CEN,"11800 MAIN STREET
LOS ANGELES, CA 90061
(33.926472, -118.273893)",CENTURY STN,33.926472,-118.273893,24355,2
1000237,UNINTENTIONAL DISCHARGE INCIDENT,11/19/2013 19:30,5300 N. STARDUST ROAD,LACANADA FLINTRIDGE,CA,91011,1261,CVS,"5300 N. STARDUST ROAD
LACANADA FLINTRIDGE, CA 91011
(34.205587, -118.17937)",CRESCENTA VALLEY STATION,34.205587,-118.17937,2832,5
1000371,HIT SHOOTING INCIDENT,12/28/2011 16:30,8800 OAK STREET,BELLFLOWER,CA,90706,1335,LKD,"8800 OAK STREET
BELLFLOWER, CA 90706
(33.884696, -118.144659)",LAKEWOOD STN,33.884696,-118.144659,26326,4
1000327,NON-HIT SHOOTING INCIDENT,11/5/2010 2:30,12300 SPROUL STREET,NORWALK,CA,90650,459,NWK,"12300 SPROUL STREET
NORWALK, CA 90650
(33.907957, -118.070772)",NORWALK REGIONAL STN,33.907957,-118.070772,25734,4
1000200,UNINTENTIONAL DISCHARGE INCIDENT,3/5/2011 10:50,2000 COTTLE DRIVE,SAN JOSE,CA,95125,1199,LCS,"2000 COTTLE DRIVE
SAN JOSE, CA 95125
(37.291323, -121.896168)",LANCASTER STN,37.291323,-121.896168,11859,
1000324,NON-HIT SHOOTING INCIDENT,7/27/2010 21:24,11100 BROADWAY,LOS ANGELES,CA,90061,2199,CEN,"11100 BROADWAY
LOS ANGELES, CA 90061
(33.934773, -118.278108)",CENTURY STN,33.934773,-118.278108,24355,2
1000317,HIT SHOOTING INCIDENT,10/9/2010 18:47,1300 FRASER AVE,LOS ANGELES,CA,90022,284,ELA,"1300 FRASER AVE
LOS ANGELES, CA 90022
(34.014957, -118.16362)",EAST LA STN,34.014957,-118.16362,23440,1
1000268,UNINTENTIONAL DISCHARGE INCIDENT,12/4/2014 8:20,15500 FAITH STREET,FONTANA,CA,92336,3801,TRAP,"15500 FAITH STREET
FONTANA, CA 92336
(34.126078, -117.466017)",TRAP,34.126078,-117.466017,19220,
1000239,UNINTENTIONAL DISCHARGE INCIDENT,12/24/2013 16:00,100 E. REGENT STREET,INGLEWOOD,CA,90301,4471,CSD,"100 E. REGENT STREET
INGLEWOOD, CA 90301
(33.964431, -118.354101)",COURT SERVICES DIV HQ,33.964431,-118.354101,25421,2
1000132,ANIMAL SHOOTING INCIDENT,7/13/2013 21:22,YUCCA AVENUE AND NUGENT STREET,LANCASTER,CA,93534,1133,LCS,"YUCCA AVENUE AND NUGENT STREET
LANCASTER, CA 93534
(34.693156, -118.134141)",LANCASTER STN,34.693156,-118.134141,26965,5
1000383,NON-HIT SHOOTING INCIDENT,2/11/2012 4:30,4100 MARIS AVENUE,PICO RIVERA,CA,90660,1510,PRV,"4100 MARIS AVENUE
PICO RIVERA, CA 90660
(34.014831, -118.080655)",PICO RIVERA STN,34.014831,-118.080655,25735,1
1000208,UNINTENTIONAL DISCHARGE INCIDENT,4/19/2012 13:34,700 E. AVENUE Q,PALMDALE,CA,93550,2610,PLM,"700 E. AVENUE Q
PALMDALE, CA 93550
(34.587246, -118.116846)",PALMDALE STN,34.587246,-118.116846,27323,5
1000527,HIT SHOOTING INCIDENT,2/13/2014 16:57,19100 ELBERLAND STREET,West Covina,CA,91792,2910,WAL,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",WALNUT/SAN DIMAS STN,34.009463,-117.88471,10148,1
1000274,UNINTENTIONAL DISCHARGE INCIDENT,2/14/2015 5:10,28500 APPLEWOOD LANE,CASTAIC,CA,91384,1299,CVS,"28500 APPLEWOOD LANE
CASTAIC, CA 91384
(34.488615, -118.634095)",CRESCENTA VALLEY STATION,34.488615,-118.634095,19353,5
1001385,UNINTENTIONAL DISCHARGE INCIDENT,1/23/2018 7:05,MIKIUNI AVENUE / NORDHOFF WAY,NORTHRIDGE,CA,91324,3609,NAR,"MIKIUNI AVENUE / NORDHOFF WAY
NORTHRIDGE, CA 91324
(34.231875, -118.571005)",NARCOTICS BUREAU,34.231875,-118.571005,18513,3
1000334,HIT SHOOTING INCIDENT,12/21/2010 17:50,6800 AGAVE STREET,LANCASTER,CA,93536,1181,LCS,"6800 AGAVE STREET
LANCASTER, CA 93536
(34.647256, -118.25124)",LANCASTER STN,34.647256,-118.25124,26967,5
1000232,UNINTENTIONAL DISCHARGE INCIDENT,8/8/2013 4:30,400 BAUCHET STREET,LOS ANGELES,CA,90012,808,CST,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",COURT SERVICES TRANSPORTATION,34.058657,-118.233016,22728,1
1000083,ANIMAL SHOOTING INCIDENT,5/5/2012 3:52,1300 S. SUNOL DRIVE,EAST LOS ANGELES,CA,90022,278,ELA,"1300 S. SUNOL DRIVE
EAST LOS ANGELES, CA 90022
(34.016555, -118.178948)",EAST LA STN,34.016555,-118.178948,23441,1
1000307,HIT SHOOTING INCIDENT,6/16/2010 21:43,16100 EUCALYPTUS AVENUE,BELLFLOWER,CA,90706,1337,LKD,"16100 EUCALYPTUS AVENUE
BELLFLOWER, CA 90706
(33.888315, -118.122013)",LAKEWOOD STN,33.888315,-118.122013,26326,4
1000225,UNINTENTIONAL DISCHARGE INCIDENT,4/5/2013 11:45,8500 DUMOND DRIVE,FONTANA,CA,92335,3499,MCB,"8500 DUMOND DRIVE
FONTANA, CA 92335
(34.099436, -117.406368)",MAJOR CRIMES BUREAU,34.099436,-117.406368,19216,
1001384,ANIMAL SHOOTING INCIDENT,1/22/2018 22:37,800 SHADYDALE AVENUE,WEST VALINDA,CA,91744,,IND,"800 SHADYDALE AVENUE
WEST VALINDA, CA 91744
(34.04581, -117.963675)",INDUSTRY STN,34.04581,-117.963675,9324,1
1000067,ANIMAL SHOOTING INCIDENT,8/23/2011 12:00,5500 MANZANAR AVENUE,PICO RIVERA,CA,90660,1514,COP,"5500 MANZANAR AVENUE
PICO RIVERA, CA 90660
(33.994909, -118.087825)",COPS BUREAU,33.994909,-118.087825,25735,1
1000040,ANIMAL SHOOTING INCIDENT,10/5/2010 14:04,13100 CROSSROADS PARKWAY,CITY OF INDUSTRY,CA,91746,1410,IDT,"13100 CROSSROADS PARKWAY
CITY OF INDUSTRY, CA 91746
(34.027814, -118.016255)",INDUSTRY STN,34.027814,-118.016255,9327,1
1000153,ANIMAL SHOOTING INCIDENT,12/27/2014 16:20,20000 DEMERAL DRIVE,COVINA HILLS,CA,91724,2941,WAL,"20000 DEMERAL DRIVE
COVINA HILLS, CA 91724
(34.060176, -117.863656)",WALNUT/SAN DIMAS STN,34.060176,-117.863656,9308,5
1000591,UNINTENTIONAL DISCHARGE INCIDENT,11/1/2015 11:48,500 SUZANNE ROAD,WALNUT,CA,91789,2915,WAL,"500 SUZANNE ROAD
WALNUT, CA 91789
(34.02459, -117.849248)",WALNUT/SAN DIMAS STN,34.02459,-117.849248,10145,1
1000173,ANIMAL SHOOTING INCIDENT,6/13/2011 17:50,15700 LEAHY AVENUE,BELLFLOWER,CA,90706,1332,LKD,"15700 LEAHY AVENUE
BELLFLOWER, CA 90706
(33.890347, -118.124199)",LAKEWOOD STN,33.890347,-118.124199,26326,4
1000590,ANIMAL SHOOTING INCIDENT,11/1/2015 1:45,1900 ALCOR ST.,LOMITA,CA,90717,1712,LMT,"1900 ALCOR ST.
LOMITA, CA 90717
(33.796467, -118.312201)",LOMITA STN,33.796467,-118.312201,3335,4
1000574,UNINTENTIONAL DISCHARGE INCIDENT,8/16/2015 12:45,900 SOUTH CENTRAL AVENUE,COMPTON,CA,90221,2831,COM,"900 SOUTH CENTRAL AVENUE
COMPTON, CA 90221
(33.888318, -118.249988)",COMPTON STN,33.888318,-118.249988,24349,2
1000314,HIT SHOOTING INCIDENT,10/1/2010 12:45,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,LCS,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",LANCASTER STN,34.66809,-118.163453,26965,5
1000224,UNINTENTIONAL DISCHARGE INCIDENT,3/9/2013 5:35,400 BAUCHET STREET,LOS ANGELES,CA,90012,5120,IRC,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",INMATE RECEPTION CENTER,34.058657,-118.233016,22728,1
1000271,UNINTENTIONAL DISCHARGE INCIDENT,1/14/2015 5:30,1000 N. EASTERN AVENUE,LOS ANGELES,CA,90063,273,NCCF,"1000 N. EASTERN AVENUE
LOS ANGELES, CA 90063
(34.048099, -118.175782)",NORTH COUNTY CORRECTIONAL FACILITY,34.048099,-118.175782,24028,1
1000165,OTHER SHOOTING INCIDENT,3/19/2015 15:39,9800 GARVEY AVENUE,EL MONTE,CA,91733,560,TEM,"9800 GARVEY AVENUE
EL MONTE, CA 91733
(34.062718, -118.055702)",TEMPLE CITY STN,34.062718,-118.055702,9314,1
1000312,NON-HIT SHOOTING INCIDENT,8/25/2010 20:40,800 E. 88TH STREET,LOS ANGELES,CA,90002,2199,CEN,"800 E. 88TH STREET
LOS ANGELES, CA 90002
(33.957423, -118.260254)",CENTURY STN,33.957423,-118.260254,22351,2
1000470,NON-HIT SHOOTING INCIDENT,11/1/2013 8:09,8800 E SLAUSON AVENUE,PICO RIVERA,CA,90660,1516,PRV,"8800 E SLAUSON AVENUE
PICO RIVERA, CA 90660
(33.971916, -118.107992)",PICO RIVERA STN,33.971916,-118.107992,25735,1
1000593,ANIMAL SHOOTING INCIDENT,11/25/2015 13:00,40700 178TH STREET EAST,LAKE LOS ANGELES,CA,93535,1197,LCS,"40700 178TH STREET EAST
LAKE LOS ANGELES, CA 93535
(34.62296, -117.812727)",LANCASTER STN,34.62296,-117.812727,26966,5
1000024,ANIMAL SHOOTING INCIDENT,5/20/2010 5:45,10600 DALEROSE AVENUE,LENNOX,CA,90304,380,OSS,"10600 DALEROSE AVENUE
LENNOX, CA 90304
(33.93983, -118.360219)",OPERATION SAFE STREETS BUREAU,33.93983,-118.360219,25424,2
1000270,UNINTENTIONAL DISCHARGE INCIDENT,12/25/2014 19:00,1900 MARENGO STREET,LOS ANGELES,CA,90033,5410,PDC-NORTH,"1900 MARENGO STREET
LOS ANGELES, CA 90033
(34.057834, -118.210166)",PITCHESS DENTENTION CENTER NORTH,34.057834,-118.210166,23450,1
1000220,UNINTENTIONAL DISCHARGE INCIDENT,10/29/2012 21:50,5100 CLARK AVENUE,LAKEWOOD,CA,90712,1300,LKD,"5100 CLARK AVENUE
LAKEWOOD, CA 90712
(33.851227, -118.133773)",LAKEWOOD STN,33.851227,-118.133773,2980,4
1000548,ANIMAL SHOOTING INCIDENT,9/23/2015 6:00,5000 E. 4TH STREET,LOS ANGELES,CA,90022,3602,NAR,"5000 E. 4TH STREET
LOS ANGELES, CA 90022
(34.030234, -118.158404)",NARCOTICS BUREAU,34.030234,-118.158404,23440,1
1001403,HIT SHOOTING INCIDENT,2/4/2018 20:17,1200 W 107TH STREET,LOS ANGELES,CA,90044,375,SLA,"1200 W 107TH STREET
LOS ANGELES, CA 90044
(33.93882, -118.296901)",SOUTH LOS ANGELES STATION,33.93882,-118.296901,23675,2
1000235,UNINTENTIONAL DISCHARGE INCIDENT,10/10/2013 9:25,500 W. TEMPLE STREET,LOS ANGELES,CA,90012,8151,ATD,"500 W. TEMPLE STREET
LOS ANGELES, CA 90012
(34.057294, -118.245394)",ALTADENA STN,34.057294,-118.245394,22728,1
1000217,UNINTENTIONAL DISCHARGE INCIDENT,10/25/2012 5:00,900 OLEANDER AVENUE,COMPTON,CA,90220,2813,OSS,"900 OLEANDER AVENUE
COMPTON, CA 90220
(33.902001, -118.229987)",OPERATION SAFE STREETS BUREAU,33.902001,-118.229987,24349,2
1000281,UNINTENTIONAL DISCHARGE INCIDENT,7/2/2015 7:03,300 N. CALIFORNIA AVENUE,LA PUENTE,CA,91744,3614,NARCO,"300 N. CALIFORNIA AVENUE
LA PUENTE, CA 91744
(34.033431, -117.967292)",NARCOTICS BUREAU,34.033431,-117.967292,9324,1
1000277,UNINTENTIONAL DISCHARGE INCIDENT,5/23/2015 19:30,5400 OLANDA STREET,LYNWOOD,CA,90262,2118,CEN,"5400 OLANDA STREET
LYNWOOD, CA 90262
(33.907568, -118.186475)",CENTURY STN,33.907568,-118.186475,24691,2
1000360,HIT SHOOTING INCIDENT,8/20/2011 20:30,1400 SOUTH DOWNEY ROAD,LOS ANGELES,CA,90063,278,ELA,"1400 SOUTH DOWNEY ROAD
LOS ANGELES, CA 90063
(34.014597, -118.180012)",EAST LA STN,34.014597,-118.180012,23441,1
1000375,NON-HIT SHOOTING INCIDENT,1/10/2012 3:11,HOXIE AVENUE 105 FWY ENTRANCE,NORWALK,CA,90650,453,NWK,"HOXIE AVENUE 105 FWY ENTRANCE
NORWALK, CA 90650
(33.914059, -118.102426)",NORWALK REGIONAL STN,33.914059,-118.102426,25734,4
1000244,UNINTENTIONAL DISCHARGE INCIDENT,3/28/2014 10:15,600 E. LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,COM,"600 E. LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.890954, -118.207596)",COMPTON STN,33.890954,-118.207596,24350,2
1000344,HIT SHOOTING INCIDENT,3/1/2011 15:29,500 EAST AVENUE P-14,PALMDALE,CA,93550,2614,PLM,"500 EAST AVENUE P-14
PALMDALE, CA 93550
(34.601786, -118.120609)",PALMDALE STN,34.601786,-118.120609,27323,5
1000117,ANIMAL SHOOTING INCIDENT,5/14/2011 17:35,45100 70TH STREET WEST,LANCASTER,CA,93536,1159,LCS,"45100 70TH STREET WEST
LANCASTER, CA 93536
(34.703149, -118.254361)",LANCASTER STN,34.703149,-118.254361,26967,5
1000207,UNINTENTIONAL DISCHARGE INCIDENT,2/6/2012 21:10,500 W. LANCASTER BOULEVARD,LANCASTER,CA,93534,1124,LCS,"500 W. LANCASTER BOULEVARD
LANCASTER, CA 93534
(34.698335, -118.136932)",LANCASTER STN,34.698335,-118.136932,26965,5
1000070,ANIMAL SHOOTING INCIDENT,11/17/2011 22:10,43600 SERENITY COURT,LANCASTER,CA,93535,1137,LCS,"43600 SERENITY COURT
LANCASTER, CA 93535
(34.675458, -118.085112)",LANCASTER STN,34.675458,-118.085112,26966,5
1000063,ANIMAL SHOOTING INCIDENT,9/6/2011 20:30,200 E. 76TH PLACE,LOS ANGELES,CA,90003,299,OSS,"200 E. 76TH PLACE
LOS ANGELES, CA 90003
(33.970462, -118.271625)",OPERATION SAFE STREETS BUREAU,33.970462,-118.271625,22352,2
1000273,UNINTENTIONAL DISCHARGE INCIDENT,2/10/2015 21:10,300 HUNTLEY AVENUE,WEST HOLLYWOOD,CA,90048,972,WHD,"300 HUNTLEY AVENUE
WEST HOLLYWOOD, CA 90048
(34.076599, -118.378633)",WEST HOLLYWOOD STN,34.076599,-118.378633,23679,3
1000088,ANIMAL SHOOTING INCIDENT,6/6/2012 9:35,1900 N. MARENGO AVENUE,PASADENA,CA,91103,799,COP,"1900 N. MARENGO AVENUE
PASADENA, CA 91103
(34.17854, -118.146219)",COPS BUREAU,34.17854,-118.146219,3231,5
1000430,NON-HIT SHOOTING INCIDENT,1/29/2013 18:40,1100 EAST 65TH STREET,LOS ANGELES,CA,90002,2170,PKB,"1100 EAST 65TH STREET
LOS ANGELES, CA 90002
(33.980835, -118.256358)",PARKS BUREAU,33.980835,-118.256358,22350,2
1000421,HIT SHOOTING INCIDENT,10/24/2012 18:18,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,COM,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",COMPTON STN,33.896898,-118.205425,24350,2
1000690,HIT SHOOTING INCIDENT,3/4/2016 15:21,10000 HAWTHORNE BLVD.,INGLEWOOD,CA,90304,399,SLA,"10000 HAWTHORNE BLVD.
INGLEWOOD, CA 90304
(33.944667, -118.352524)",SOUTH LOS ANGELES STATION,33.944667,-118.352524,25424,2
1000300,NON-HIT SHOOTING INCIDENT,5/7/2010 9:20,10000 PARK STREET,BELLFLOWER,CA,90706,1334,LKD,"10000 PARK STREET
BELLFLOWER, CA 90706
(33.878472, -118.1207)",LAKEWOOD STN,33.878472,-118.1207,26326,4
1000310,HIT SHOOTING INCIDENT,7/9/2010 2:50,20400 SOLEDAD CANYON ROAD,CANYON COUNTRY,CA,91351,610,SCV,"20400 SOLEDAD CANYON ROAD
CANYON COUNTRY, CA 91351
(34.421681, -118.491432)",SANTA CLARITA VALLEY STN,34.421681,-118.491432,19334,5
1000533,HIT SHOOTING INCIDENT,7/10/2015 11:32,3300 YORKSHIRE ROAD,PASADENA,CA,91107,590,TEM,"3300 YORKSHIRE ROAD
PASADENA, CA 91107
(34.138695, -118.082945)",TEMPLE CITY STN,34.138695,-118.082945,3236,5
1000171,ANIMAL SHOOTING INCIDENT,10/1/2010 12:47,43200 18TH STREET W.,LANCASTER,CA,93534,1126,LCS,"43200 18TH STREET W.
LANCASTER, CA 93534
(34.66809, -118.163453)",LANCASTER STN,34.66809,-118.163453,26965,5
1000182,ANIMAL SHOOTING INCIDENT,7/15/2013 9:50,36500 DUNFORD AVENUE,LITTLEROCK,CA,93543,2614,PLM,"36500 DUNFORD AVENUE
LITTLEROCK, CA 93543
(34.545196, -117.972494)",PALMDALE STN,34.545196,-117.972494,27318,5
1000147,ANIMAL SHOOTING INCIDENT,2/28/2011 16:00,800 CALBAS STREET,CARSON,CA,90745,1628,CSN,"800 CALBAS STREET
CARSON, CA 90745
(33.829392, -118.261313)",CARSON STN,33.829392,-118.261313,3354,2
1000320,NON-HIT SHOOTING INCIDENT,10/19/2010 23:34,2900 60TH PLACE,HUNTINGTON PARK,CA,90255,250,ELA,"2900 60TH PLACE
HUNTINGTON PARK, CA 90255
(33.986252, -118.217394)",EAST LA STN,33.986252,-118.217394,24689,1
1000154,ANIMAL SHOOTING INCIDENT,1/15/2015 17:25,30200 ALISO CANYON ROAD,ACTON,CA,93510,2645,PLM,"30200 ALISO CANYON ROAD
ACTON, CA 93510
(34.451934, -118.154435)",PALMDALE STN,34.451934,-118.154435,27323,5
1000509,NON-HIT SHOOTING INCIDENT,12/23/2014 18:16,10800 WHITTIER BLVD,WHITTIER,CA,90606,1575,PRV,"10800 WHITTIER BLVD
WHITTIER, CA 90606
(33.989917, -118.064027)",PICO RIVERA STN,33.989917,-118.064027,25726,4
